league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
FRA-Ligue 1,2425,Toulouse,Miha Zajc,SVN,MF,30,1994,2.9,6,2.05,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Naatan Skyttä,FIN,FW,22,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Niklas Schmidt,GER,MF,26,1998,2.3,12,5.27,6,4,0,2,0,0,1,0.44,1,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Noah Edjouma,FRA,"MF,FW",18,2005,1.9,5,2.62,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Rafik Messali,FRA,DF,21,2003,5.1,16,3.16,16,0,0,0,0,0,2,0.39,2,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Rasmus Nicolaisen,DEN,DF,27,1997,6.9,9,1.3,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Shavy Babicka,GAB,"MF,FW",24,2000,13.2,29,2.2,20,1,3,0,3,2,5,0.38,3,0,1,0,1,0
FRA-Ligue 1,2425,Toulouse,Vincent Sierro,SUI,MF,28,1995,26.7,63,2.36,39,16,1,4,2,1,4,0.15,4,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Warren Kamanzi,NOR,"DF,MF",23,2000,11.4,23,2.02,18,0,3,0,2,0,3,0.26,2,0,1,0,0,0
FRA-Ligue 1,2425,Toulouse,Yann Gboho,FRA,"MF,FW",23,2001,25.9,87,3.36,63,0,12,5,6,1,7,0.27,5,0,0,2,0,0
FRA-Ligue 1,2425,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",24,2000,21.1,34,1.61,19,0,4,6,4,1,7,0.33,3,0,1,0,3,0
FRA-Ligue 1,2425,Toulouse,Álex Domínguez,ESP,GK,26,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Ümit Akdag,ROU,DF,20,2003,5.6,5,0.9,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26,1998,23.4,77,3.29,54,1,8,3,11,0,6,0.26,3,0,1,0,2,0
GER-Bundesliga,2425,Augsburg,Arne Engels,BEL,"MF,FW",20,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Arne Maier,GER,MF,25,1999,10.4,44,4.23,25,17,0,2,0,0,4,0.38,1,2,0,1,0,0
GER-Bundesliga,2425,Augsburg,Cedric Zesiger,SUI,DF,26,1998,13.6,13,0.96,11,1,0,1,0,0,3,0.22,3,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Chrislain Matsima,FRA,DF,22,2002,28.3,17,0.6,17,0,0,0,0,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Dimitris Giannoulis,GRE,DF,28,1995,29.4,76,2.58,66,4,2,2,1,1,6,0.2,5,0,0,1,0,0
GER-Bundesliga,2425,Augsburg,Elvis Rexhbeçaj,KVX,MF,26,1997,19.8,56,2.82,35,11,0,7,3,0,5,0.25,5,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Finn Dahmen,GER,GK,26,1998,19.0,2,0.11,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Frank Onyeka,NGA,MF,26,1998,28.7,50,1.74,41,2,1,1,5,0,4,0.14,1,1,1,1,0,0
GER-Bundesliga,2425,Augsburg,Fredrik Jensen,FIN,MF,26,1997,8.5,19,2.25,15,0,2,0,2,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Henri Koudossou,GER,DF,24,1999,8.3,18,2.17,15,0,1,1,0,1,2,0.24,2,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Jeffrey Gouweleeuw,NED,DF,33,1991,32.7,34,1.04,29,4,0,0,0,1,5,0.15,3,1,0,0,0,1
GER-Bundesliga,2425,Augsburg,Keven Schlotterbeck,GER,DF,27,1997,14.4,24,1.67,20,0,1,2,0,1,2,0.14,2,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Kristijan Jakić,CRO,MF,27,1997,25.6,42,1.64,35,1,3,2,1,0,7,0.27,6,0,0,0,1,0
GER-Bundesliga,2425,Augsburg,Mads Pedersen,DEN,DF,27,1996,2.6,4,1.53,1,2,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Marius Wolf,GER,DF,29,1995,23.8,80,3.36,53,17,6,1,3,0,6,0.25,3,2,1,0,0,0
GER-Bundesliga,2425,Augsburg,Maximilian Bauer,GER,DF,24,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Mergim Berisha,GER,FW,26,1998,0.4,1,2.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Mert Kömür,GER,MF,19,2005,7.3,25,3.44,9,11,2,2,1,0,1,0.14,0,1,0,0,0,0
GER-Bundesliga,2425,Augsburg,Nediljko Labrović,CRO,GK,24,1999,15.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Niklas Dorsch,GER,MF,26,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Noahkai Banks,USA,DF,17,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Phillip Tietz,GER,FW,27,1997,18.7,48,2.56,35,1,3,7,2,0,5,0.27,2,0,1,2,0,0
GER-Bundesliga,2425,Augsburg,Robert Gumny,POL,DF,26,1998,3.0,8,2.66,5,2,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Ruben Vargas,SUI,"MF,FW",25,1998,3.4,17,5.0,8,5,1,2,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Samuel Essende,COD,FW,26,1998,18.2,27,1.48,14,1,3,4,5,0,3,0.16,2,0,1,0,0,0
GER-Bundesliga,2425,Augsburg,Steve Mounié,BEN,"FW,MF",29,1994,3.9,7,1.82,2,0,1,4,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Tim Breithaupt,GER,MF,22,2002,1.3,3,2.25,3,0,0,0,0,0,2,1.5,2,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Yusuf Kabadayı,GER,"FW,MF",20,2004,0.8,4,5.07,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Adam Aznou,MAR,DF,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,GER,MF,20,2004,16.1,30,1.86,29,0,0,1,0,0,3,0.19,3,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,CAN,DF,23,2000,17.3,61,3.52,52,0,4,3,2,0,8,0.46,6,0,1,1,0,0
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,GER,FW,18,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,ISR,GK,24,2000,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,FRA,DF,25,1998,19.5,20,1.02,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Eric Dier,ENG,DF,30,1994,16.3,13,0.8,11,0,0,2,0,0,2,0.12,1,0,0,1,0,0
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,CRO,MF,20,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Harry Kane,ENG,FW,31,1993,26.5,89,3.36,59,1,9,15,5,0,21,0.79,12,0,2,4,3,0
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,JPN,DF,25,1999,2.8,5,1.81,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,GER,MF,21,2003,20.0,111,5.56,70,1,22,7,9,2,9,0.45,4,0,2,1,1,1
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,GER,GK,20,2003,8.0,1,0.12,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,GER,MF,29,1995,31.6,159,5.03,116,36,2,3,1,1,18,0.57,13,3,1,1,0,0
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,CRO,DF,24,2000,9.7,23,2.36,22,0,1,0,0,0,4,0.41,3,0,1,0,0,0
GER-Bundesliga,2425,Bayern Munich,João Palhinha,POR,MF,29,1995,7.5,13,1.74,11,0,0,2,0,0,1,0.13,0,0,0,1,0,0
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,KOR,DF,27,1996,25.4,26,1.03,24,0,0,0,1,1,2,0.08,2,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,FRA,FW,28,1996,14.2,81,5.68,60,0,14,5,2,0,11,0.77,6,0,3,1,1,0
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,AUT,DF,27,1997,18.9,62,3.28,56,2,1,1,1,1,8,0.42,8,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Leon Goretzka,GER,"MF,DF",29,1995,14.7,28,1.9,21,0,2,2,1,2,2,0.14,2,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Leroy Sané,GER,FW,28,1996,18.2,76,4.18,55,1,8,5,5,2,9,0.49,7,0,1,0,0,1
GER-Bundesliga,2425,Bayern Munich,Manuel Neuer,GER,GK,38,1986,22.0,3,0.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Mathys Tel,FRA,"FW,MF",19,2005,2.8,4,1.41,3,1,0,0,0,0,2,0.7,2,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Michael Olise,FRA,"FW,MF",22,2001,25.9,169,6.51,121,17,15,7,9,0,25,0.96,13,3,2,3,4,0
GER-Bundesliga,2425,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30,1993,17.5,54,3.09,49,3,0,2,0,0,10,0.57,8,0,0,2,0,0
GER-Bundesliga,2425,Bayern Munich,Sacha Boey,FRA,DF,23,2000,6.6,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0
GER-Bundesliga,2425,Bayern Munich,Serge Gnabry,GER,"FW,MF",29,1995,13.8,56,4.06,44,0,8,2,0,2,13,0.94,8,0,4,0,0,1
GER-Bundesliga,2425,Bayern Munich,Sven Ulreich,GER,GK,35,1988,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Thomas Müller,GER,"MF,FW",34,1989,13.6,73,5.36,62,2,3,6,0,0,9,0.66,7,0,1,1,0,0
GER-Bundesliga,2425,Bochum,Aliou Badara Baldé,GUI,"MF,FW",21,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Anthony Losilla,FRA,MF,38,1986,12.6,19,1.5,18,0,0,0,1,0,2,0.16,2,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Bernardo,BRA,DF,29,1995,19.8,22,1.11,18,1,0,2,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Cristian Gamboa,CRC,DF,34,1989,2.5,6,2.39,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Dani de Wit,NED,"MF,FW",26,1998,12.8,22,1.72,14,1,0,4,2,1,2,0.16,0,0,0,1,1,0
GER-Bundesliga,2425,Bochum,Erhan Mašović,SRB,DF,25,1998,10.1,7,0.69,7,0,0,0,0,0,1,0.1,1,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Felix Passlack,GER,"DF,MF",26,1998,25.9,48,1.85,38,5,0,3,2,0,7,0.27,6,1,0,0,0,0
GER-Bundesliga,2425,Bochum,Gerrit Holtmann,PHI,"DF,FW",29,1995,12.6,43,3.4,34,1,2,4,0,2,3,0.24,1,1,0,0,0,1
GER-Bundesliga,2425,Bochum,Giorgos Masouras,GRE,"FW,MF",30,1994,11.7,29,2.47,21,0,2,5,1,0,5,0.43,2,0,0,3,0,0
GER-Bundesliga,2425,Bochum,Ibrahima Sissoko,MLI,MF,26,1997,29.0,65,2.24,53,0,3,1,4,4,3,0.1,2,0,0,0,1,0
GER-Bundesliga,2425,Bochum,Ivan Ordets,UKR,DF,32,1992,20.7,18,0.87,15,0,0,1,2,0,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Jakov Medić,CRO,DF,25,1998,17.8,10,0.56,9,0,0,1,0,0,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Kacper Koscierski,GER,DF,17,2007,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Koji Miyoshi,JPN,"FW,MF",27,1997,5.2,9,1.75,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Lukas Daschner,GER,"MF,FW",25,1998,4.6,10,2.18,7,2,1,0,0,0,1,0.22,1,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Mats Pannewig,GER,MF,19,2004,3.0,11,3.72,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Matúš Bero,SVK,MF,28,1995,28.5,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0
GER-Bundesliga,2425,Bochum,Maximilian Wittek,GER,DF,28,1995,30.1,100,3.33,62,28,1,5,4,0,6,0.2,3,1,0,1,1,0
GER-Bundesliga,2425,Bochum,Moritz Broschinski,GER,"FW,MF",23,2000,15.4,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0
GER-Bundesliga,2425,Bochum,Moritz-Broni Kwarteng,GHA,"MF,FW",26,1998,1.9,9,4.68,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Myron Boadu,NED,FW,23,2001,11.6,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0
GER-Bundesliga,2425,Bochum,Patrick Drewes,GER,GK,31,1993,21.0,2,0.1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Philipp Hofmann,GER,FW,31,1993,25.3,55,2.17,42,0,0,9,2,2,3,0.12,2,0,0,1,0,0
GER-Bundesliga,2425,Bochum,Samuel Bamba,GER,"FW,MF",20,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Tim Oermann,GER,DF,20,2003,24.6,20,0.81,18,1,0,0,0,1,3,0.12,3,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Timo Horn,GER,GK,31,1993,13.0,3,0.23,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Tom Krauß,GER,MF,23,2001,12.0,40,3.34,33,0,1,0,5,1,1,0.08,0,0,0,0,0,1
GER-Bundesliga,2425,Dortmund,Alexander Meyer,GER,GK,33,1991,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Almugera Kabar,GER,DF,18,2006,1.5,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Ayman Azhil,MAR,MF,23,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Carney Chukwuemeka,ENG,MF,20,2003,2.8,20,7.11,18,0,1,1,0,0,4,1.42,4,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Cole Campbell,USA,"MF,FW",18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Daniel Svensson,SWE,"DF,FW",22,2002,8.7,20,2.3,16,4,0,0,0,0,3,0.35,3,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Donyell Malen,NED,"FW,MF",25,1999,6.8,12,1.76,9,0,2,1,0,0,3,0.44,3,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Emre Can,GER,"DF,MF",30,1994,23.4,32,1.37,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Felix Nmecha,GER,MF,23,2000,16.8,32,1.91,25,0,3,2,2,0,6,0.36,3,0,1,1,1,0
GER-Bundesliga,2425,Dortmund,Gio Reyna,USA,MF,21,2002,3.9,6,1.54,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Gregor Kobel,SUI,GK,26,1997,32.0,4,0.12,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Jamie Gittens,ENG,"FW,MF",19,2004,19.7,73,3.7,34,0,29,7,3,0,10,0.51,4,0,6,0,0,0
GER-Bundesliga,2425,Dortmund,Julian Brandt,GER,MF,28,1996,25.6,102,3.99,89,6,2,5,0,0,14,0.55,13,1,0,0,0,0
GER-Bundesliga,2425,Dortmund,Julian Ryerson,NOR,DF,26,1997,25.1,56,2.23,44,8,4,0,0,0,5,0.2,4,0,1,0,0,0
GER-Bundesliga,2425,Dortmund,Julien Duranville,BEL,"FW,MF",18,2006,3.1,7,2.21,3,0,0,0,4,0,1,0.32,0,0,0,0,1,0
GER-Bundesliga,2425,Dortmund,Karim Adeyemi,GER,"FW,MF",22,2002,15.9,57,3.58,35,1,12,6,2,1,11,0.69,7,0,3,1,0,0
GER-Bundesliga,2425,Dortmund,Kjell-Arik Wätjen,GER,MF,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Marcel Sabitzer,AUT,MF,30,1994,18.0,42,2.34,26,3,1,6,1,5,6,0.33,2,0,0,0,1,3
GER-Bundesliga,2425,Dortmund,Maximilian Beier,GER,"FW,MF",21,2002,17.7,55,3.11,38,0,6,4,3,4,7,0.4,5,0,1,1,0,0
GER-Bundesliga,2425,Dortmund,Nico Schlotterbeck,GER,DF,24,1999,22.0,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0
GER-Bundesliga,2425,Dortmund,Niklas Süle,GER,DF,28,1995,11.7,15,1.28,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Pascal Groß,GER,"MF,DF",33,1991,25.9,96,3.71,58,29,1,6,1,1,17,0.66,14,0,1,1,0,1
GER-Bundesliga,2425,Dortmund,Ramy Bensebaini,ALG,DF,29,1995,22.5,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1
GER-Bundesliga,2425,Dortmund,Salih Özcan,TUR,MF,26,1998,4.3,10,2.3,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Serhou Guirassy,GUI,FW,28,1996,28.9,53,1.84,36,0,1,10,6,0,10,0.35,5,0,0,3,2,0
GER-Bundesliga,2425,Dortmund,Waldemar Anton,GER,DF,28,1996,21.7,41,1.9,32,0,6,2,0,1,5,0.23,4,0,0,1,0,0
GER-Bundesliga,2425,Dortmund,Yan Couto,BRA,"DF,FW",22,2002,9.9,29,2.92,26,0,2,1,0,0,2,0.2,2,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Yannik Lührs,GER,DF,20,2003,1.4,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",22,2002,17.7,62,3.5,38,0,12,4,6,2,10,0.56,5,0,3,1,0,1
GER-Bundesliga,2425,Eint Frankfurt,Arthur Theate,BEL,DF,24,2000,30.0,47,1.56,35,1,0,6,3,2,7,0.23,6,0,0,1,0,0
GER-Bundesliga,2425,Eint Frankfurt,Aurele Amenda,SUI,DF,21,2003,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Can Uzun,TUR,"MF,FW",18,2005,7.5,38,5.06,24,2,6,3,1,2,3,0.4,2,0,0,0,0,1
GER-Bundesliga,2425,Eint Frankfurt,Ellyes Skhiri,TUN,MF,29,1995,24.8,49,1.98,42,0,0,2,1,4,5,0.2,3,0,0,1,0,1
GER-Bundesliga,2425,Eint Frankfurt,Elye Wahi,FRA,"FW,MF",21,2003,2.2,4,1.83,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",21,2002,11.3,50,4.43,32,10,1,5,1,1,7,0.62,6,1,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Hugo Ekitike,FRA,FW,22,2002,28.5,101,3.55,63,0,14,20,4,0,12,0.42,9,0,2,0,1,0
GER-Bundesliga,2425,Eint Frankfurt,Hugo Larsson,SWE,MF,20,2004,26.6,57,2.14,48,0,2,5,1,1,5,0.19,2,0,1,2,0,0
GER-Bundesliga,2425,Eint Frankfurt,Igor Matanovic,CRO,FW,21,2003,3.5,8,2.31,3,1,1,3,0,0,1,0.29,0,0,0,1,0,0
GER-Bundesliga,2425,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",19,2005,10.2,41,4.01,33,3,1,1,2,1,6,0.59,3,0,1,0,2,0
GER-Bundesliga,2425,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",23,2000,3.3,6,1.85,2,0,0,2,2,0,1,0.31,1,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Kauã Santos,BRA,GK,21,2003,8.5,3,0.35,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Kevin Trapp,GER,GK,34,1990,25.5,1,0.04,1,0,0,0,0,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Mahmoud Dahoud,GER,MF,28,1996,4.0,13,3.21,10,0,0,2,0,1,2,0.49,1,0,0,0,0,1
GER-Bundesliga,2425,Eint Frankfurt,Mario Götze,GER,"MF,FW",32,1992,17.1,58,3.39,54,3,0,0,1,0,3,0.18,3,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Michy Batshuayi,BEL,FW,30,1993,3.3,4,1.2,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21,2003,21.6,64,2.96,44,16,0,2,2,0,11,0.51,7,3,0,1,0,0
GER-Bundesliga,2425,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",23,2000,4.2,16,3.77,11,3,1,0,0,1,1,0.24,0,1,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Nnamdi Collins,GER,DF,20,2004,16.5,9,0.54,7,0,2,0,0,0,3,0.18,1,0,2,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Omar Marmoush,EGY,FW,25,1999,16.1,91,5.66,39,20,13,9,9,1,21,1.31,7,3,6,3,2,0
GER-Bundesliga,2425,Eint Frankfurt,Oscar Højlund,DEN,MF,19,2005,8.0,17,2.12,11,0,1,2,0,3,1,0.12,0,0,1,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27,1997,27.9,60,2.15,46,4,2,5,2,1,10,0.36,5,0,1,3,0,1
GER-Bundesliga,2425,Eint Frankfurt,Robin Koch,GER,DF,28,1996,28.7,21,0.73,18,0,0,3,0,0,4,0.14,4,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Timothy Chandler,USA,DF,34,1990,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Eint Frankfurt,Tuta,BRA,"DF,MF",25,1999,25.3,26,1.03,23,1,0,2,0,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Christian Günter,GER,DF,31,1993,25.7,53,2.06,40,8,0,3,2,0,4,0.16,3,1,0,0,0,0
GER-Bundesliga,2425,Freiburg,Eren Dinkçi,GER,"MF,FW",22,2001,13.3,43,3.23,36,0,3,1,2,1,5,0.38,5,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Florent Muslija,KVX,"FW,MF",26,1998,1.9,7,3.77,6,1,0,0,0,0,1,0.54,1,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Florian Müller,GER,GK,26,1997,8.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Ifechukwu Ogbus,SUI,DF,18,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Jan-Niklas Beste,GER,"FW,MF",25,1999,2.4,5,2.11,2,2,0,1,0,0,1,0.42,1,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Johan Manzambi,SUI,"FW,MF",18,2005,3.7,13,3.49,6,0,3,2,2,0,2,0.54,2,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Jordy Makengo,FRA,DF,22,2001,8.3,9,1.09,7,1,1,0,0,0,1,0.12,1,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Junior Adamu,AUT,FW,23,2001,17.2,29,1.69,22,0,1,3,3,0,3,0.17,2,0,0,1,0,0
GER-Bundesliga,2425,Freiburg,Kiliann Sildillia,FRA,DF,22,2002,8.9,16,1.8,9,6,0,1,0,0,1,0.11,1,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Lucas Höler,GER,"FW,MF",30,1994,20.7,51,2.46,37,1,2,7,4,0,6,0.29,3,0,1,1,1,0
GER-Bundesliga,2425,Freiburg,Lukas Kübler,GER,DF,31,1992,20.5,26,1.27,21,1,0,4,0,0,4,0.2,3,0,0,1,0,0
GER-Bundesliga,2425,Freiburg,Matthias Ginter,GER,DF,30,1994,28.5,27,0.95,20,2,0,3,2,0,4,0.14,3,0,0,0,1,0
GER-Bundesliga,2425,Freiburg,Max Rosenfelder,GER,DF,21,2003,13.9,15,1.08,10,0,3,0,1,1,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Maximilian Eggestein,GER,MF,27,1996,31.6,51,1.61,42,0,1,3,4,1,5,0.16,5,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Maximilian Philipp,GER,"MF,FW",30,1994,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Merlin Röhl,GER,"MF,FW",22,2002,10.7,25,2.33,19,0,1,2,2,1,3,0.28,1,0,0,1,1,0
